,im,like,people,one,get,amp,good,know,time,day,would,really,love,think,us,see,even,make,thats,cant,much,go,still,great,want,got,never,well,also,back,today,u,happy,going,way,new,life,feel,ive,always,work,say,bad,right,thank,ill,many,first,look,best,take,hope,may,please,every,things,sorry,something,better,sad,thing,man,said,hes,years,someone,last,help,fun,keep,beautiful,poor,home,super,trump,nice,lol,give,little,getting,lot,done,sure,god,yes,let,live,oh,evil,use,game,funny,family,damaging,long,rejected,perfect,cold,theyre,find,broken,since,miserable,care,proud,scared,hard,two,theres,stop,show,big,without,times,thought,quality,grief,around,put,trying,real,covid,try,enough,intelligent,regret,money,stay,grieving,already,deprived,maybe,though,smile,generous,support,lucky,away,pretty,end,exciting,old,job,part,believe,celebration,heart,must,hate,gross,video,whole,adventure,news,saying,yet,wait,start,bleak,birthday,remember,used,story,via,school,seen,place,motivating,team,house,check,high,kids,lets,lively,kind
away,0.14313991,0.22158808,0.29360175,0.23829412,0.1043212,0.17599167,0.19219913,0.28909642,0.49181622,0.3101257,0.3293196,0.1258823,0.0036156524,0.17102014,0.35693717,0.071385756,0.30658856,0.060838565,0.18851846,0.26610574,0.21676855,0.34833598,0.36410993,0.033791337,0.35557702,0.08323089,0.30361748,0.2847619,0.08096073,0.72715795,0.2943792,0.24482214,0.13689375,0.49716976,0.4757118,0.11340366,0.36634383,0.11441582,0.25890583,0.25757778,0.3557521,0.107907586,0.22973344,0.40768588,0.08000365,0.5049129,0.08417705,0.32842237,0.14007968,0.13811356,0.239858,0.27709514,0.22609799,0.25144467,0.27483055,0.39027727,0.06080427,0.2552486,0.40980482,0.15572272,0.32985154,0.23017883,0.24074413,0.1289639,0.3812129,0.2604357,0.2894941,0.21661669,0.25353536,0.18364666,-0.090355925,0.1925395,0.69219583,-0.061018396,0.265751,0.17090108,0.2872147,0.19399534,0.18525095,0.18951331,0.23206961,0.267356,0.33693302,0.06675833,0.10722195,0.53305995,0.3853726,0.10295066,0.12375509,0.0073909317,0.2922543,0.056583505,0.23618098,0.18203388,0.58384615,0.20914827,0.11510625,0.3091121,0.19453835,0.004817731,0.29528788,0.37850165,0.41778392,0.43731055,0.11030304,0.51161814,0.42278597,0.3463048,0.056814253,0.16889758,0.11436784,0.1444463,0.42620388,0.19743083,0.23220436,0.10094459,0.23536634,0.6900708,0.21321924,0.38877317,0.18622099,0.39587697,0.43493065,0.43644366,-0.027769962,0.38961822,0.5532186,0.3062108,0.19077061,0.3318326,0.22123614,0.5143216,0.22323534,0.19864164,-0.04151029,0.05264852,0.38324285,1.0,0.087629005,0.42604885,0.11313161,0.20604283,0.30359015,0.19842537,0.07509123,0.18851396,0.2510294,0.44003537,0.23168069,0.15680349,0.054938972,0.2612585,0.26513207,-0.025969574,0.28242114,0.39626494,0.297555,0.40212464,0.22462925,0.025616506,0.32011396,0.48894167,0.13809405,0.11086611,0.33617085,0.13866906,0.58955806,0.17577776,0.21430223,0.55411696,0.20275122,0.3627646,0.57327867,0.3409267,0.0821659,-0.05612214
pretty,0.48278865,0.45467812,0.11267371,0.20765023,0.13862857,0.10288715,0.20112067,0.3224992,0.19622073,0.16130473,0.14080267,0.5184444,0.36192206,0.5100644,-0.10565907,0.25992373,0.16490997,0.38839436,0.67237985,0.04998476,0.20182589,0.08155222,0.40172175,0.18728761,0.069149554,0.25139412,0.055708464,0.20873639,0.41514432,0.110846564,0.22441518,0.16597345,0.15417433,0.25944176,0.34191382,0.046357345,0.17790504,0.32912976,0.1967108,0.4224181,0.26431817,0.31559974,0.32329676,0.3209853,0.33026874,0.08621767,0.034114234,0.010511816,0.46985808,0.0898893,0.1410673,0.30394337,0.020353965,-0.021197513,0.10632517,0.38800672,0.3034841,0.36416116,0.3865081,0.3582641,0.369399,0.3076389,0.23811315,0.5894248,0.09707879,0.07863461,0.1230228,0.019911086,0.42853838,0.32881355,0.3387408,0.047018155,-0.014202895,0.66635305,0.039798006,0.35304293,0.6199896,0.19321238,0.58709425,0.2853098,0.31616268,0.29978964,0.3690843,-0.046634875,0.51915276,-0.008625768,-0.04725055,0.45836267,0.102178514,0.16780066,0.33537564,0.47059152,-0.0419339,0.05824494,0.1962518,-0.18123879,0.29342586,0.2064424,0.562244,0.2573179,-0.08818222,0.1229556,0.252809,0.093906775,0.23021874,0.2619469,0.21220393,0.1681942,0.5490625,0.22847652,0.29200152,0.36932522,0.15809815,0.25984466,0.45200634,0.20011012,0.21086757,0.20371135,0.31129658,0.14815754,0.263529,-0.18292937,0.3184183,0.29015747,0.18747334,0.31491333,0.103188775,0.15148738,0.04324983,0.2831251,0.046923205,0.43877026,0.517531,0.20445259,0.055502437,-0.09662683,0.08335063,0.087629005,1.0,0.11453839,0.1331485,0.28185922,0.3062593,0.29880318,0.15486939,-0.07728982,0.19862917,0.122937165,0.43741462,0.34093538,0.21893495,0.24450114,0.13987043,0.23571652,0.33054578,0.28517303,0.051615898,0.37728712,0.3229284,0.23074651,0.3868667,0.30195275,0.21946387,-0.10037496,0.05953046,0.22343658,0.1553372,0.08454327,0.10930864,0.09810602,0.063981466,0.11416144,0.2780681,0.06113666,0.26240116,0.49443865
end,0.20896058,0.11508825,0.16719358,0.44679528,0.29638818,0.10144655,0.19866043,0.36895785,0.29546332,0.36505836,0.25538418,0.32338116,0.15290277,0.3511718,0.2272681,0.50113535,0.38131765,0.18910527,0.25515673,0.10216619,0.17934139,0.45535108,0.44214863,0.2189682,0.17287822,0.13478495,0.3440896,0.22275004,0.2546625,0.46252748,0.45194817,0.15441045,0.30636084,0.3281827,0.26654044,0.2942175,0.3505188,0.28275,0.22672908,0.25006774,0.24658392,0.34867665,0.09374375,0.4214108,0.10506415,0.12991385,0.23860207,0.5268808,0.25618982,0.19962919,0.41790402,0.33961782,0.41761544,0.053195976,0.55603427,0.33679733,0.030203173,0.33143133,0.3299416,0.39781427,0.2480511,0.14251561,0.33793098,0.17297615,0.227034,0.23353173,0.60290194,0.20263149,0.2971791,0.23325267,0.28229257,-0.08966396,0.37315422,0.17212065,0.107805826,0.3399234,0.3960872,0.30977112,0.34471887,0.1094648,0.22158347,0.34681514,0.21563947,0.11820679,0.21240047,0.32131064,0.69273984,0.21885121,-0.03827612,0.11292481,0.3629481,0.15103512,0.19735967,0.069846176,0.5369104,0.10725223,0.3941527,0.32052746,0.1850427,0.48585302,0.1774139,0.5415852,0.37355143,-0.012452233,0.054422732,0.22627236,0.20553638,0.5220407,0.3073416,0.24525554,0.44664475,0.2151063,0.45521802,0.32449847,0.39434823,0.118224554,0.056406815,0.6419709,0.4118784,0.033269238,0.4014027,0.32920045,0.32194552,0.11351766,0.0621348,0.3413723,0.065416336,0.31536555,0.07548139,0.33233088,-0.029273577,0.4916558,0.3604217,0.28337574,-0.09438709,0.05473234,0.31286308,0.42604885,0.11453839,1.0,0.43984622,0.3819315,0.11575617,0.32268578,0.32382947,0.51466274,0.22606523,0.14531596,0.117668405,-0.044368528,0.22442794,0.54437935,0.5273103,0.17080356,0.19405523,0.33122176,0.52301633,0.6107681,0.39286292,0.33771563,0.61973625,0.32341146,0.371324,0.21518451,0.32955214,0.2691349,0.327481,0.104767404,0.22579183,0.36164013,0.33877695,0.12482353,0.3440716,0.21326935,0.1869498,0.15135013
exciting,0.08238569,0.25134015,-0.0036423958,0.24772686,0.17747347,-0.0018246862,0.49493736,0.16921882,0.16407089,0.22278395,0.097395495,0.25212124,0.21279119,0.2393387,0.11068127,0.33579215,0.10051638,0.16059446,0.16083305,0.1523682,0.119890556,0.23546419,0.17168926,0.6219637,0.276328,0.1796554,0.1009438,0.24839886,0.2562528,0.19327708,0.3681952,0.0029628135,0.35300824,0.34066543,0.18607967,0.5383676,0.18506674,0.09194065,0.18053295,0.1101263,0.2407513,0.15387075,0.40637407,0.31961152,0.025761927,0.18887508,0.25936288,0.28381187,0.21407944,0.3999244,0.15762523,0.32857493,0.16688137,0.18236387,0.2833042,0.23366576,0.22488922,0.2715935,0.35468465,0.5165627,0.0882346,-0.1984521,0.09419223,-0.10564313,0.16529676,-0.016105862,0.3214878,0.1897386,0.5916677,0.13188672,0.35616693,0.10272638,0.23327951,0.16644481,-0.1189613,0.65733504,0.24117433,0.13675307,0.24922104,0.16735058,0.31662798,0.29458606,0.3225145,-0.027213808,0.1272827,0.15089439,0.36354777,0.12619288,0.0152903795,0.1077647,0.36307684,0.32585195,0.09591475,0.3475706,0.23968366,0.2334464,0.5256893,0.30874276,-0.011035915,0.40480077,0.2834096,0.25575107,0.39962825,0.07638773,0.30217564,0.34499428,0.38752702,0.32871473,0.3747439,-0.004142454,0.376184,0.3539041,0.04387281,0.24756739,0.19438837,0.33519998,0.26680824,0.38082707,0.25139675,0.24750566,0.34175038,0.2151709,0.29070213,-0.0065154885,0.1625735,0.33576468,-0.043598898,0.09836641,0.2617322,0.10820607,0.19313286,0.3445885,0.28643817,0.16804996,0.13469575,0.13554022,0.34874344,0.11313161,0.1331485,0.43984622,1.0,0.18506584,0.18842496,0.25117794,0.15124974,0.40672845,-0.1609245,0.100226454,0.13016118,0.25943387,0.4267146,0.5645668,0.5861613,0.2653278,0.18977658,0.29541287,0.35937378,0.45619446,0.7238197,0.14514981,0.3511348,0.23176403,0.29433188,0.25514364,0.25055063,0.29277876,0.10778011,0.5129761,0.25632167,-0.020603253,0.4226622,0.23990314,0.16503856,0.3397302,0.5760017,0.083655514
old,0.18137254,0.33406234,0.09127222,0.1810099,0.06727599,0.17025644,0.22093746,0.20347126,0.118709475,0.09674266,0.12073959,0.34991768,0.27735746,0.19983749,0.06528404,0.18089768,0.2011605,0.017677516,0.19753791,0.111882076,0.13205859,0.19703759,0.3426305,0.13660093,0.062337134,0.2354195,0.17148174,0.055678826,0.17326316,0.2670201,0.14309765,0.20069079,0.26415515,0.16488455,0.085071646,0.19761126,0.14210354,0.14163247,0.23841046,0.19163005,0.069666706,0.15211451,0.28820163,0.076041415,0.13584483,0.035731416,0.38225076,0.28060907,0.15397224,0.21128476,0.1977285,0.037847616,0.031996973,-0.07105117,0.27952984,0.026845768,0.21603431,-0.008244545,0.121239945,0.36781144,0.039019387,0.35598013,0.2662772,0.23073256,0.21144803,0.03223338,0.66391146,-0.065719105,0.34348488,0.18504012,0.35996526,0.3006586,0.15697597,0.29744217,0.030553384,0.20901056,0.4323206,0.14895304,0.3709439,0.1886746,0.18037622,0.15827675,0.08914935,0.18343307,0.17889336,0.08780831,0.30452615,0.2969871,0.17487527,-0.09268093,0.21193756,0.36243138,0.13363995,-0.033267416,0.18723771,0.19104849,0.10460572,0.253553,0.20852558,0.011552545,0.27832595,0.4039346,0.34189248,-0.008850585,0.2055136,0.28346726,0.09223285,0.70843583,0.1404694,0.11469421,0.17546494,0.31379652,0.2134861,0.19213231,0.27131796,0.09178542,0.17698309,0.32537872,0.17138898,0.014747523,0.2455249,-0.04985017,-0.082933344,0.10588508,0.16901487,0.15692893,0.04921648,0.11334255,0.15102763,0.43895054,0.26575133,0.21187563,0.22610727,0.14712138,0.09652445,-0.09552123,0.38207465,0.20604283,0.28185922,0.3819315,0.18506584,1.0,-0.08048405,0.07376073,0.25863922,0.24316967,0.15454942,0.02547554,0.34268788,0.28511456,0.14775766,0.36599785,0.18195373,0.0057571195,0.25931677,0.0046202065,0.3317333,0.15882197,0.23499797,0.2539555,0.34715968,0.33412895,0.17577255,0.08384286,0.38408166,0.29726794,-0.10377293,0.12044333,0.05990593,0.4224583,0.06766441,0.31182963,0.36879042,-0.046172563,0.32833883,0.1721136
job,0.14356762,0.07317238,0.29924303,0.2669747,0.2518252,0.20731007,0.162762,0.3673233,0.37848943,0.34720346,0.2747302,0.35322297,0.1392705,0.37182453,0.285422,0.20734502,0.15932666,0.06740902,0.3368952,0.14124143,0.23269919,0.11549709,0.33342385,0.30595487,0.17526293,0.14675632,0.2139988,0.5074137,0.41674975,0.22585005,0.33203274,0.1490919,0.10107519,0.41415623,0.5395927,0.054968867,0.32374838,0.18566428,0.28409767,0.29082823,0.649428,0.2233552,0.15181373,0.37777612,0.3082195,0.1447056,0.23636773,0.02088988,0.21596192,0.114718385,0.04483955,0.47697553,0.058271285,0.2382341,0.0105607165,0.59951043,0.3567183,0.48580214,0.37654534,0.059743065,0.478025,0.24692872,0.120403394,0.31238493,0.34557343,0.20837478,0.009309057,0.28991738,0.18918337,0.26909897,-0.08411544,0.02537133,0.3120936,0.036303647,0.4511627,0.08514439,0.17632616,0.14782053,0.036051452,0.34993312,0.3762442,0.4529739,0.42632872,0.13875456,0.36405522,0.13591121,0.12833938,0.17619091,0.1549009,0.09645099,0.43475476,-0.012182582,0.3097606,0.050902206,0.20326127,0.036353536,-0.020471947,-0.18139455,0.23803852,0.32275996,-0.16541302,0.26851687,0.0015254002,0.28102776,0.28412643,0.08197908,0.38917235,0.12283354,0.21831171,0.13784276,0.48522562,0.019736229,0.14054722,0.45624557,0.26689866,0.27721757,0.42304236,0.104188524,0.051926132,0.34660983,0.1399697,0.44960323,0.3765565,0.6050551,-0.015806042,0.18446748,0.41802463,0.14132115,0.26111826,0.33737728,-0.019081276,0.38089633,0.29908288,-0.053245362,0.1031028,0.44596747,0.23331128,0.30359015,0.3062593,0.11575617,0.18842496,-0.08048405,1.0,0.5560217,0.27865908,-0.007568571,0.040185686,0.444786,0.15239008,-0.10631377,0.2555016,0.14313598,0.11518497,0.5424416,0.3432586,0.609319,0.23709415,0.3320495,0.056079533,0.061532322,0.27748644,0.34970543,0.49728367,0.17494242,0.30567962,0.17539325,0.43310684,0.25961545,0.6655735,0.11188132,0.24032201,0.13674235,0.31180683,0.3902548,-0.18638948,0.20343639
part,0.19133663,-0.041208304,0.15205365,0.46688882,0.022549434,0.15371996,0.1198484,0.35374603,0.48828235,0.23572725,0.20885251,0.33921495,0.22528756,0.44193798,0.10883797,0.19340762,0.24733523,0.11924732,0.48427004,0.024025772,0.27935144,0.00080818887,0.3299592,0.25505674,0.11601104,0.08175262,0.14461665,0.21122685,0.49868825,-0.0024331352,0.248804,0.0776091,0.14642093,0.21704006,0.27847293,0.1609037,0.49366257,0.17806457,0.2558063,0.20437558,0.38034886,0.22465979,0.030762872,0.28696078,0.24327038,0.049647585,0.18695574,0.3564836,0.121582836,0.31026632,0.14319749,0.22365806,0.17851788,0.04815938,0.30630228,0.3155099,0.28874636,0.20816095,0.14319675,0.28325024,0.6022969,0.23773769,0.18508777,0.19538261,0.36328298,0.067524455,0.31460494,0.21386139,0.21615362,0.042489026,0.10356061,0.0925497,0.15543416,0.18508127,0.1977881,-0.02936724,0.24833438,0.21879068,0.23863858,0.15255493,0.3281882,0.31237158,0.37539467,0.14761616,0.3757973,0.08251562,0.32472318,0.21843334,0.060335446,0.041290283,0.5027527,0.1948363,0.44960657,0.10690423,0.44539258,0.018983735,0.23474179,-0.15788563,0.19958264,0.31448832,0.013765026,0.45441633,0.19528711,0.37520808,0.37140238,0.04360885,0.25920597,0.26854664,0.35156634,0.12775695,0.5993448,0.24792741,0.13152698,0.40836638,0.39188248,0.32087734,0.30888125,0.0455261,0.05056515,0.15473832,0.3959651,0.4020348,0.17138736,0.27918932,0.104438305,0.22379625,0.18048309,0.08554742,0.37305468,0.23206699,0.06769482,0.37826204,0.29308748,-0.014960394,0.20522375,0.34956387,0.23266323,0.19842537,0.29880318,0.32268578,0.25117794,0.07376073,0.5560217,1.0,0.3644945,0.29465017,0.2685119,0.28810325,0.15614119,-0.016325226,0.36579952,0.5287468,0.42946792,0.36790767,0.24330336,0.49738073,0.19575012,0.2529394,0.07330403,0.2097828,0.3986871,0.31116894,0.6067712,0.1746659,0.28502956,0.3757725,0.4552183,0.25769827,0.6073096,0.030108355,0.16527042,0.13946696,0.2242016,0.024403088,0.011059401,0.42682695
believe,0.16901048,0.273081,0.39173162,0.27200845,0.31924766,0.085701175,0.19653891,0.53598946,0.11578457,0.064922616,0.14969918,0.48164222,0.26746947,0.6197903,0.15063772,0.50080407,0.57371944,0.17123814,0.39609727,0.23043445,0.26732147,0.28606305,0.44149235,0.058399573,0.23110713,0.086865366,0.3565321,0.23645516,0.44471776,0.026863083,0.023761883,0.26376063,0.19792078,0.1720823,0.2475921,-0.06101498,0.2757015,0.32112452,0.19190873,0.21364686,0.2928117,0.6654092,0.32708555,0.39137644,0.19848354,0.0051840367,0.3415456,0.082397856,0.22107303,0.02002141,0.31242934,0.18320592,0.0053430707,0.07369589,0.075655244,0.41758195,0.5263558,0.29097468,0.22208436,0.476004,0.43603468,0.48327157,0.46151716,0.37643567,0.20373625,0.27245095,0.1495156,0.4234189,0.19232674,0.26170483,0.13201274,0.3541118,0.023553113,0.12237062,0.5307811,0.2100451,0.4715352,0.3597271,0.14671543,0.19724263,0.27517802,0.3175986,0.28935003,0.31180614,0.49787438,0.33445808,0.26240125,0.3855355,0.44634366,0.21272872,0.2400503,0.51289994,0.17555593,0.334309,0.1923518,0.27171588,0.11569086,0.031680815,0.42105338,0.62364876,0.364428,0.36572272,0.32446155,0.2225921,0.30924475,0.36931077,0.21593302,0.25533563,0.3599465,0.6009652,0.4094647,0.09385774,0.39223802,0.31199452,0.4855668,0.07033976,0.25924146,0.11422637,0.34375128,0.2058931,0.49500933,0.28731036,0.25453442,0.508122,0.5408863,0.2434447,0.19548458,0.14871179,0.32513034,0.42469206,0.15868987,0.33033592,0.367335,0.18652584,0.19353473,0.29737017,0.41092297,0.07509123,0.15486939,0.32382947,0.15124974,0.25863922,0.27865908,0.3644945,1.0,-0.07334175,0.31548002,0.3428841,0.6039475,0.2880078,0.07025153,0.14791189,0.00809715,0.23234725,0.60368794,0.5299742,0.6131906,0.25851008,0.113261506,0.02882393,0.6153451,0.43456048,0.38425356,-0.10476156,0.03569549,0.38615295,0.0050932346,0.30341774,0.039215833,0.10120113,0.0014787916,0.047228787,0.23691542,0.07470208,-0.06339229,0.40391713
celebration,0.1327146,-0.09082467,-0.090935074,0.21472174,0.03231762,0.3082277,0.049636178,0.06834454,0.26157722,0.48657826,0.035699483,-0.06925397,0.33479717,-0.07104778,0.20706768,0.16517982,0.040143758,0.07313115,-0.16635612,0.07077204,0.08392774,0.20096928,0.1645906,0.20772848,0.144992,0.04486614,0.013366219,0.0655236,0.099050425,0.17612202,0.65915316,0.09436276,0.61912286,0.12297949,0.013128694,0.19848724,0.21404257,0.11101197,0.047041662,0.049810767,0.14013876,-0.054250337,-0.051762756,-0.074804604,0.33197558,0.18248402,0.15863627,0.36121202,0.02365615,0.26923397,0.14388002,0.3227816,0.55611277,0.22146258,0.39706525,-0.03977196,0.15496266,-0.05228628,0.10071407,0.32627472,-0.0321414,-0.11869451,-0.03245826,-0.24057046,0.20268811,-0.039086644,0.3956254,0.21092615,0.30510625,0.056405105,0.40471393,0.07531585,0.34706944,0.059949428,-0.3372741,0.2335494,0.007259773,0.22920538,0.2647487,0.004744479,-0.0027660546,-0.003386718,0.08707155,0.23101059,-0.09054745,0.1691757,0.645712,-0.0077050473,-0.18678057,0.043731984,0.08513798,-0.08842513,0.46098125,8.8915345e-05,0.27378544,0.15655988,0.32918382,0.2851502,-0.19899665,0.06882236,0.21247083,0.33040833,0.37185004,0.16372792,0.37779474,0.13812022,0.061745044,0.27483267,-0.020852525,-0.049115863,0.2880303,0.27692273,0.17600097,0.13642284,0.029203998,0.118211366,0.27953264,0.34266356,0.10124118,0.007151374,0.09788209,0.24052785,0.0512942,-0.20146275,-0.12665616,0.2934823,0.05655496,0.26769963,0.50050485,0.021107161,0.2220186,0.02746324,0.050861586,0.31552514,0.3362185,0.25375155,0.29532072,0.18851396,-0.07728982,0.51466274,0.40672845,0.24316967,-0.007568571,0.29465017,-0.07334175,1.0,0.3259108,-0.033616252,0.017467087,-0.08197585,0.27928647,0.3728578,0.4875028,0.18475816,-0.16219148,0.081402004,0.28295317,0.30179682,0.21962176,0.5858298,0.31869662,0.12195932,0.13935333,0.46710634,0.48660266,0.09605784,0.2793538,0.22270775,0.29987183,0.20214373,0.48080894,0.26177478,0.28071833,0.22321104,0.39682078,0.07709534
heart,0.22036496,0.122575335,0.29355904,0.2718214,-0.029864628,0.3341192,-0.023370754,0.29109815,0.34136096,0.33163658,0.13324536,0.2328483,0.4103976,0.1633491,0.31273308,0.14454846,0.37609205,0.06410618,0.16708103,0.3158744,0.34585196,0.12752326,0.3809287,-0.20182325,0.2504332,0.020670483,0.26196137,0.01546133,0.284655,0.0826923,0.2656236,0.40549555,0.3211981,0.13377891,0.29624048,-0.13976967,0.46063343,0.320421,0.11076901,0.43048477,0.06007743,0.23824674,0.052660286,0.20420058,0.31645447,0.23527902,0.045525324,0.2299956,0.16841047,-0.01069516,0.16333613,0.26253083,0.32570556,0.26342407,0.32548508,0.28982595,0.36187667,0.18709981,0.09173798,0.3889977,0.40170822,0.54228413,0.1793067,0.24356818,0.13950165,0.3966307,0.12717928,0.22360404,0.12796474,0.06285014,0.33922675,0.07278155,0.17763112,0.0995969,0.10310728,0.029119141,0.42389783,0.20327671,0.43348372,0.012458525,0.1193466,-0.09732784,0.18002422,0.5037625,0.2547762,0.38296217,0.35560605,0.30732337,0.16458921,-0.05485664,0.19118643,0.3211849,0.4443719,-0.14449167,0.27404904,-0.12249553,0.18932892,0.13783965,0.21974486,0.13608702,0.24797916,0.1765022,0.3397243,0.22034614,0.19338824,0.23742187,0.12967622,0.065492064,0.07896684,0.33069292,0.30491844,0.3269472,0.30710265,0.2331935,0.22259861,-0.22377485,0.2881818,0.11456911,0.1139806,0.20958844,0.25023413,0.004022342,0.21574844,0.27186808,0.10719327,0.24693768,0.27454427,0.19432323,0.39662582,0.23385628,-0.020526215,0.15162681,0.22265564,0.6275517,0.21674052,0.09647105,0.20170759,0.2510294,0.19862917,0.22606523,-0.1609245,0.15454942,0.040185686,0.2685119,0.31548002,0.3259108,1.0,0.30066347,0.4645811,0.082288,0.2585639,0.19079056,0.14935537,0.11420407,0.21154673,0.31319517,0.30294427,0.12041944,-0.10441252,0.47172186,0.409028,0.24957784,0.41134322,-0.038927287,-0.071321175,0.11840196,0.41689193,0.042487286,0.023183806,0.2742462,0.031764947,-0.054587446,0.43152717,0.21836494,0.06290986,0.487463
must,0.2790493,0.22783062,0.5052839,0.14560735,0.18918304,0.3712528,0.17690511,0.38642016,0.26790723,0.06706316,0.5910647,0.32248932,0.15163317,0.27172932,0.43056643,0.1440616,0.3425089,0.2597175,0.400645,0.59773844,0.25487345,0.14861558,0.31075633,0.06414791,0.68586844,0.20156318,0.4549835,0.3338118,0.35263804,0.31001285,0.08254448,0.36726177,0.145759,0.5187152,0.504583,0.07310937,0.39307716,0.2152554,0.24846289,0.43223202,0.2888826,0.2835508,0.28305188,0.45219484,0.14134328,0.53186584,0.29349154,0.13851891,0.10785435,0.2170751,0.0887601,0.42949226,0.3482175,0.6176275,0.20443068,0.5337309,0.361334,0.44769302,0.30040115,0.26808506,0.41559896,0.34847412,0.36993855,0.24945769,0.17537008,0.45657724,0.04132928,0.39386123,0.08805225,0.20767805,0.0004945418,0.2879438,0.281663,-0.06497402,0.54134417,0.107940175,0.32355505,0.2062226,0.09848723,0.31203282,0.39146173,0.20794736,0.24389355,0.35531256,0.43312296,0.69666374,0.2961961,0.32772702,0.37720078,0.09182689,0.20159152,0.33097896,0.35279644,0.24538305,0.28460506,0.11149701,0.025006825,-0.15254416,0.41398975,0.2549528,0.08255176,0.10159712,0.26439542,0.41701004,0.16018613,0.34644517,0.50047797,0.027844656,0.2876612,0.30961502,0.16332178,0.25476992,0.47238144,0.22987072,0.12898403,0.07038879,0.34070668,0.2637909,0.11063459,0.6585169,0.51586664,0.4356452,0.4928453,0.5952527,0.37405732,0.29957363,0.3761934,0.17705655,0.28941926,0.3337939,0.204039,0.38227424,0.2841381,0.19578096,0.11980131,0.36299092,0.27071312,0.44003537,0.122937165,0.14531596,0.100226454,0.02547554,0.444786,0.28810325,0.3428841,-0.033616252,0.30066347,1.0,0.4658736,0.15785493,0.0960339,0.28281787,-0.030089868,0.21816759,0.49074805,0.54377055,0.19196305,0.18399696,0.013479767,0.05042951,0.16020481,0.5404162,0.33253378,0.13248731,-0.036244255,0.27875984,0.3794002,0.458659,0.26445428,0.19209431,0.14379166,0.031464297,0.42950168,0.63457805,-0.12768073,0.39546838
hate,0.28649163,0.55291003,0.43663925,0.084204145,0.20573956,0.3246177,0.25955766,0.54193157,0.19410579,0.112811185,0.24072176,0.5252746,0.65284204,0.4920992,0.21068464,0.38937953,0.3448886,0.22227131,0.37050325,0.41277784,0.4319503,0.31299338,0.3972987,0.10087784,0.57188344,0.06783918,0.23541519,0.13646524,0.3164549,0.17795822,0.058892384,0.48526475,0.33368236,0.3329799,0.39109346,-0.08240777,0.38776326,0.38436028,0.04966481,0.3731781,0.21252644,0.555818,0.42953557,0.36424375,0.40802738,0.2199292,0.19540854,-0.074072175,0.3594862,0.0049304473,0.31238577,0.40096995,0.015195231,0.27160245,0.10478156,0.3631497,0.5421493,0.3359969,0.40556923,0.5600382,0.30259734,0.5252793,0.27253488,0.30890328,0.09630869,0.32507244,-0.006435798,0.41704884,0.4460251,0.3775691,0.39759025,0.4843456,0.14653607,0.20561905,0.28293633,0.42678815,0.5439877,0.40071943,0.38128138,0.27355832,0.34601477,0.14185026,0.31099805,0.3421259,0.35749447,0.44849637,0.32854337,0.4006854,0.5052432,0.2136739,0.16773747,0.635042,0.24574782,0.36780638,0.1950908,0.08775424,0.20251317,0.19109978,0.49721512,0.33451042,0.30875543,0.013511224,0.6378813,0.5152985,0.46061915,0.61501724,0.3543494,0.077323854,0.42747876,0.50962883,0.33637115,0.34857792,0.42912477,0.113687605,0.35867846,0.12814797,0.473837,0.33738005,0.3619141,0.33590847,0.5440066,-0.009759172,0.3366059,0.43899107,0.5474081,0.3689406,0.41421327,0.24663645,0.46209618,0.23299903,0.37769496,0.24871877,0.35481852,0.43154207,0.3837761,0.27525592,0.34152815,0.23168069,0.43741462,0.117668405,0.13016118,0.34268788,0.15239008,0.15614119,0.6039475,0.017467087,0.4645811,0.4658736,1.0,0.5907075,0.08197009,0.20867783,0.040652297,0.034441646,0.54522634,0.25907248,0.32714623,0.2567001,0.29485175,0.09507041,0.42116964,0.48872274,0.23311535,-0.20170201,0.035393585,0.19309671,0.15235266,0.5069571,-0.053731155,0.18600158,0.027883857,0.13130225,0.500303,0.27099353,0.24730487,0.5664088
